date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:32:08	31142/31142	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:08%20GMT	https://w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/o-20200824040520-20200916092158.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/o-20200824040520-20200916092158.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:08	248718/248718	---MC-	200	added ('OK')	image/png	date:Tue,%2022%20Sep%202020%2002:32:08%20GMT	https://w.ladicdn.com/s750x500/5c113e00f5d1592491ee50b4/o-20200824035606-20200916092246.png	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x500/5c113e00f5d1592491ee50b4/o-20200824035606-20200916092246.png	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:09	29443/29443	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:09%20GMT	https://w.ladicdn.com/s750x550/5c113e00f5d1592491ee50b4/o-20200824040741-20200916092308.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x550/5c113e00f5d1592491ee50b4/o-20200824040741-20200916092308.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:09	48632/48632	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:09%20GMT	https://w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/117949939_3204610896290048_7803495200945490004_o-20200824095329.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/117949939_3204610896290048_7803495200945490004_o-20200824095329.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:09	11718/11718	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/Q9a-PL9Bgoo/hqdefault.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/img.youtube.com/vi/Q9a-PL9Bgoo/hqdefault.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:10	45890/45890	---MC-	200	added ('OK')	image/png	date:Tue,%2022%20Sep%202020%2002:32:09%20GMT	https://w.ladicdn.com/s400x350/5c113e00f5d1592491ee50b4/1200px-vtv1_logo_2013_finalsvg-20200612071844-20200916093138.png	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s400x350/5c113e00f5d1592491ee50b4/1200px-vtv1_logo_2013_finalsvg-20200612071844-20200916093138.png	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:10	8615/8615	---M--	200	added ('OK')	image/jpeg	etag:%221596771585%22	https://img.youtube.com/vi/I9iEnBBOZf8/hqdefault.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/img.youtube.com/vi/I9iEnBBOZf8/hqdefault.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:10	91993/91993	---MC-	200	added ('OK')	image/png	date:Tue,%2022%20Sep%202020%2002:32:10%20GMT	https://w.ladicdn.com/s450x350/5c113e00f5d1592491ee50b4/htv9_hd_2015-present3-0-20200916093301.png	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s450x350/5c113e00f5d1592491ee50b4/htv9_hd_2015-present3-0-20200916093301.png	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:10	13053/13053	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:10%20GMT	https://w.ladicdn.com/s768x1256/5c113e00f5d1592491ee50b4/unnamed-1-20200725035001.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s768x1256/5c113e00f5d1592491ee50b4/unnamed-1-20200725035001.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:11	34312/34312	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:10%20GMT	https://w.ladicdn.com/s600x500/5c113e00f5d1592491ee50b4/dae-20200525084959-20200725032902.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s600x500/5c113e00f5d1592491ee50b4/dae-20200525084959-20200725032902.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:11	33984/33984	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:11%20GMT	https://w.ladicdn.com/s600x500/5c113e00f5d1592491ee50b4/cach-giam-beo-bung-sau-sinh-1-20200509081858-20200725032900.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s600x500/5c113e00f5d1592491ee50b4/cach-giam-beo-bung-sau-sinh-1-20200509081858-20200725032900.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:11	28927/28927	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:11%20GMT	https://w.ladicdn.com/s600x500/5c113e00f5d1592491ee50b4/thieu-hut-noi-tiet-to-nu-sau-sinh-20200525085730-20200725032904.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s600x500/5c113e00f5d1592491ee50b4/thieu-hut-noi-tiet-to-nu-sau-sinh-20200525085730-20200725032904.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:11	34177/34177	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:11%20GMT	https://w.ladicdn.com/s500x500/5c113e00f5d1592491ee50b4/b-nh-beo-phi-23-20200725032906.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s500x500/5c113e00f5d1592491ee50b4/b-nh-beo-phi-23-20200725032906.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:11	229801/229801	---MC-	200	added ('OK')	image/png	date:Tue,%2022%20Sep%202020%2002:32:11%20GMT	https://w.ladicdn.com/s450x450/5c113e00f5d1592491ee50b4/s3-20200522115905-20200806092302.png	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s450x450/5c113e00f5d1592491ee50b4/s3-20200522115905-20200806092302.png	(from https://sitokata.detoxcantay.online/botcantayf99)
